"","bhk","rent","size","floor","area_type","city","furnishing_status","tenant_preferred","bathroom","point_of_contact","total_floor"
"3764",2,7000,1100,1,"Carpet Area","Chennai","Unfurnished","Bachelors/Family",2,"Contact Owner",1
"3765",1,6500,600,0,"Super Area","Chennai","Unfurnished","Bachelors/Family",1,"Contact Owner",2
"3766",2,16000,820,0,"Carpet Area","Chennai","Semi-Furnished","Family",2,"Contact Owner",2
"3767",3,34000,1125,8,"Carpet Area","Chennai","Semi-Furnished","Family",3,"Contact Agent",12
"3768",2,11500,973,4,"Carpet Area","Chennai","Semi-Furnished","Family",2,"Contact Owner",4
"3769",2,15000,780,1,"Super Area","Chennai","Furnished","Bachelors/Family",1,"Contact Owner",2
"3770",1,8000,400,0,"Super Area","Chennai","Unfurnished","Bachelors/Family",1,"Contact Owner",1
"3772",2,22000,1000,2,"Carpet Area","Chennai","Semi-Furnished","Bachelors/Family",2,"Contact Agent",4
"3774",1,6000,350,0,"Super Area","Chennai","Semi-Furnished","Bachelors/Family",1,"Contact Owner",2
"3775",2,14000,800,2,"Carpet Area","Chennai","Semi-Furnished","Bachelors",2,"Contact Owner",2
"3776",2,11500,700,0,"Super Area","Chennai","Unfurnished","Bachelors/Family",2,"Contact Owner",2
"3777",1,6000,550,0,"Super Area","Chennai","Unfurnished","Bachelors/Family",1,"Contact Owner",2
"3778",3,24000,2100,0,"Super Area","Chennai","Semi-Furnished","Bachelors/Family",4,"Contact Owner",2
"3779",3,32000,1700,2,"Super Area","Chennai","Semi-Furnished","Bachelors/Family",3,"Contact Owner",2
"3780",3,16000,1420,0,"Carpet Area","Chennai","Semi-Furnished","Bachelors/Family",2,"Contact Owner",1
"3781",2,13000,950,1,"Carpet Area","Chennai","Semi-Furnished","Bachelors/Family",2,"Contact Owner",2
"3782",2,14000,780,2,"Super Area","Chennai","Semi-Furnished","Bachelors/Family",2,"Contact Owner",2
"3783",1,7500,800,1,"Carpet Area","Chennai","Unfurnished","Bachelors",1,"Contact Owner",2
"3784",2,10000,500,2,"Super Area","Chennai","Semi-Furnished","Bachelors/Family",1,"Contact Owner",4
"3785",2,18500,1000,25,"Super Area","Chennai","Semi-Furnished","Bachelors/Family",2,"Contact Owner",32
"3786",2,12000,750,2,"Super Area","Chennai","Unfurnished","Bachelors/Family",2,"Contact Owner",2
"3787",2,17000,1200,2,"Carpet Area","Chennai","Unfurnished","Bachelors/Family",2,"Contact Owner",2
"3788",3,35000,1152,10,"Carpet Area","Chennai","Semi-Furnished","Family",3,"Contact Agent",14
"3789",2,9000,843,2,"Super Area","Chennai","Semi-Furnished","Bachelors/Family",2,"Contact Owner",3
"3790",2,13000,900,1,"Super Area","Chennai","Unfurnished","Bachelors/Family",2,"Contact Owner",3
"3791",2,27999,1250,2,"Carpet Area","Chennai","Semi-Furnished","Bachelors/Family",2,"Contact Agent",4
"3792",2,11000,650,2,"Super Area","Chennai","Unfurnished","Bachelors/Family",2,"Contact Owner",2
"3794",1,12000,700,0,"Super Area","Chennai","Unfurnished","Bachelors/Family",1,"Contact Owner",2
"3795",2,13000,720,1,"Carpet Area","Chennai","Unfurnished","Family",2,"Contact Owner",2
"3798",2,22999,1144,1,"Carpet Area","Chennai","Semi-Furnished","Bachelors/Family",2,"Contact Agent",1
"3799",3,36000,1750,1,"Carpet Area","Chennai","Unfurnished","Bachelors",3,"Contact Agent",4
"3801",2,12500,590,1,"Super Area","Chennai","Unfurnished","Bachelors/Family",1,"Contact Owner",2
"3802",2,18000,900,2,"Super Area","Chennai","Semi-Furnished","Bachelors/Family",2,"Contact Owner",2
"3803",2,10000,800,1,"Super Area","Chennai","Semi-Furnished","Bachelors/Family",1,"Contact Owner",2
"3804",2,18000,1000,1,"Super Area","Chennai","Semi-Furnished","Bachelors/Family",2,"Contact Owner",3
"3805",3,37000,1650,2,"Super Area","Chennai","Semi-Furnished","Family",3,"Contact Agent",14
"3806",2,18000,700,0,"Carpet Area","Chennai","Semi-Furnished","Bachelors/Family",2,"Contact Owner",1
"3807",3,25000,1280,1,"Super Area","Chennai","Semi-Furnished","Bachelors/Family",2,"Contact Owner",1
"3808",2,10000,700,0,"Super Area","Chennai","Unfurnished","Bachelors/Family",2,"Contact Owner",2
"3809",2,15000,980,1,"Super Area","Chennai","Unfurnished","Bachelors/Family",2,"Contact Owner",4
"3810",2,15000,900,2,"Carpet Area","Chennai","Semi-Furnished","Bachelors/Family",2,"Contact Owner",2
"3811",1,9000,450,1,"Super Area","Chennai","Unfurnished","Family",1,"Contact Owner",1
"3812",2,14000,1200,2,"Super Area","Chennai","Unfurnished","Bachelors/Family",2,"Contact Owner",4
"3813",2,8500,650,1,"Super Area","Chennai","Semi-Furnished","Bachelors/Family",2,"Contact Owner",2
"3814",3,35000,1903,6,"Super Area","Chennai","Semi-Furnished","Bachelors/Family",3,"Contact Owner",11
"3815",2,10000,650,2,"Super Area","Chennai","Semi-Furnished","Bachelors/Family",1,"Contact Owner",3
"3816",1,5000,450,2,"Carpet Area","Chennai","Unfurnished","Bachelors/Family",1,"Contact Owner",2
"3817",2,23000,900,3,"Carpet Area","Chennai","Unfurnished","Bachelors",2,"Contact Owner",5
"3818",2,15000,550,2,"Super Area","Chennai","Unfurnished","Family",1,"Contact Owner",3
"3819",2,18500,750,0,"Super Area","Chennai","Semi-Furnished","Bachelors/Family",2,"Contact Owner",3
"3820",2,28000,1000,2,"Super Area","Chennai","Semi-Furnished","Bachelors/Family",2,"Contact Owner",4
"3821",3,32000,1050,4,"Carpet Area","Chennai","Semi-Furnished","Family",3,"Contact Agent",12
"3822",1,14000,650,1,"Carpet Area","Chennai","Furnished","Family",2,"Contact Owner",3
"3823",1,7000,400,1,"Super Area","Chennai","Semi-Furnished","Bachelors/Family",1,"Contact Owner",3
"3824",3,33000,1075,7,"Carpet Area","Chennai","Semi-Furnished","Family",3,"Contact Agent",12
"3826",2,18000,720,4,"Super Area","Chennai","Semi-Furnished","Bachelors/Family",2,"Contact Owner",5
"3827",3,16000,1000,1,"Carpet Area","Chennai","Unfurnished","Bachelors",2,"Contact Owner",3
"3828",1,8500,500,0,"Super Area","Chennai","Unfurnished","Bachelors/Family",1,"Contact Owner",2
"3829",2,10000,900,0,"Super Area","Chennai","Furnished","Bachelors/Family",2,"Contact Owner",3
"3830",2,13500,900,5,"Super Area","Chennai","Semi-Furnished","Bachelors/Family",2,"Contact Owner",7
"3831",2,19000,900,1,"Super Area","Chennai","Semi-Furnished","Bachelors/Family",2,"Contact Owner",3
"3832",1,11500,1000,1,"Super Area","Chennai","Unfurnished","Bachelors/Family",2,"Contact Owner",2
"3833",3,22000,1300,1,"Super Area","Chennai","Semi-Furnished","Family",3,"Contact Owner",3
"3834",3,12000,1383,2,"Super Area","Chennai","Semi-Furnished","Bachelors",3,"Contact Owner",4
"3835",2,10000,800,0,"Carpet Area","Chennai","Semi-Furnished","Bachelors",2,"Contact Owner",1
"3836",2,15000,1500,1,"Carpet Area","Chennai","Unfurnished","Bachelors",2,"Contact Owner",1
"3837",3,35000,1350,0,"Carpet Area","Chennai","Semi-Furnished","Bachelors",2,"Contact Agent",2
"3839",3,32000,1200,0,"Carpet Area","Chennai","Unfurnished","Bachelors",2,"Contact Agent",4
"3840",3,35000,1912,1,"Carpet Area","Chennai","Unfurnished","Bachelors",3,"Contact Agent",4
"3841",1,10000,500,1,"Carpet Area","Chennai","Unfurnished","Bachelors",1,"Contact Owner",2
"3842",2,11000,950,1,"Super Area","Chennai","Unfurnished","Bachelors",2,"Contact Owner",1
"3843",2,12000,1000,1,"Carpet Area","Chennai","Unfurnished","Bachelors",2,"Contact Owner",1
"3844",3,40000,1600,11,"Carpet Area","Chennai","Unfurnished","Bachelors",3,"Contact Owner",16
"3845",2,8000,900,0,"Super Area","Chennai","Unfurnished","Bachelors/Family",2,"Contact Owner",2
"3846",3,20000,1265,1,"Super Area","Chennai","Semi-Furnished","Bachelors/Family",2,"Contact Owner",3
"3847",3,12000,1060,3,"Super Area","Chennai","Semi-Furnished","Bachelors/Family",2,"Contact Owner",4
"3848",2,15000,1050,1,"Super Area","Chennai","Semi-Furnished","Bachelors/Family",2,"Contact Owner",2
"3849",3,27000,1500,2,"Carpet Area","Chennai","Unfurnished","Bachelors",3,"Contact Agent",4
"3850",2,13000,890,1,"Carpet Area","Chennai","Unfurnished","Bachelors",2,"Contact Owner",2
"3851",2,9000,700,1,"Carpet Area","Chennai","Unfurnished","Bachelors/Family",3,"Contact Owner",2
"3852",3,25000,1146,1,"Carpet Area","Chennai","Semi-Furnished","Bachelors/Family",2,"Contact Owner",2
"3853",1,12000,700,1,"Super Area","Chennai","Semi-Furnished","Bachelors/Family",1,"Contact Owner",2
"3854",2,18000,800,0,"Carpet Area","Chennai","Semi-Furnished","Bachelors",2,"Contact Agent",2
"3855",2,9500,640,0,"Carpet Area","Chennai","Unfurnished","Bachelors/Family",2,"Contact Owner",1
"3856",2,14000,909,5,"Super Area","Chennai","Semi-Furnished","Bachelors/Family",2,"Contact Owner",14
"3857",4,40000,2400,0,"Carpet Area","Chennai","Unfurnished","Bachelors",3,"Contact Agent",2
"3859",2,15000,400,1,"Super Area","Chennai","Unfurnished","Bachelors/Family",2,"Contact Owner",3
"3860",2,8500,886,2,"Super Area","Chennai","Unfurnished","Family",2,"Contact Owner",3
"3861",3,27500,1570,4,"Super Area","Chennai","Semi-Furnished","Bachelors/Family",3,"Contact Owner",5
"3862",2,15000,900,1,"Super Area","Chennai","Unfurnished","Bachelors/Family",2,"Contact Owner",2
"3863",1,5000,400,0,"Super Area","Chennai","Unfurnished","Bachelors/Family",1,"Contact Owner",2
"3864",2,26000,1600,0,"Super Area","Chennai","Semi-Furnished","Bachelors/Family",2,"Contact Owner",2
"3865",2,14000,1000,2,"Super Area","Chennai","Unfurnished","Bachelors/Family",2,"Contact Owner",3
"3866",2,20000,850,0,"Super Area","Chennai","Semi-Furnished","Bachelors/Family",2,"Contact Owner",4
"3867",2,12000,750,0,"Super Area","Chennai","Unfurnished","Bachelors/Family",2,"Contact Owner",3
"3868",2,17000,750,1,"Super Area","Chennai","Unfurnished","Bachelors/Family",2,"Contact Owner",2
"3870",3,19500,1270,1,"Super Area","Chennai","Semi-Furnished","Bachelors",2,"Contact Owner",2
"3871",2,10000,2000,1,"Carpet Area","Chennai","Semi-Furnished","Bachelors/Family",2,"Contact Owner",2
"3872",2,32000,1250,3,"Super Area","Chennai","Furnished","Bachelors/Family",2,"Contact Owner",7
"3873",2,15000,1000,0,"Super Area","Chennai","Unfurnished","Family",2,"Contact Owner",2
"3874",3,28000,1050,5,"Carpet Area","Chennai","Semi-Furnished","Bachelors/Family",3,"Contact Agent",10
"3875",2,10677,800,5,"Super Area","Chennai","Semi-Furnished","Bachelors/Family",2,"Contact Owner",6
"3876",3,50000,1625,8,"Super Area","Chennai","Furnished","Bachelors/Family",3,"Contact Agent",11
"3877",3,32500,1535,1,"Super Area","Chennai","Unfurnished","Bachelors/Family",3,"Contact Agent",2
"3878",2,23000,850,1,"Carpet Area","Chennai","Furnished","Bachelors/Family",2,"Contact Owner",2
"3881",2,10000,1100,1,"Super Area","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner",3
"3882",3,60000,3200,1,"Carpet Area","Hyderabad","Semi-Furnished","Bachelors/Family",3,"Contact Agent",5
"3883",2,12000,647,2,"Super Area","Hyderabad","Unfurnished","Bachelors/Family",1,"Contact Owner",3
"3884",3,48000,1798,7,"Super Area","Hyderabad","Semi-Furnished","Bachelors/Family",3,"Contact Agent",14
"3885",3,58000,1700,11,"Carpet Area","Hyderabad","Furnished","Bachelors/Family",3,"Contact Agent",17
"3886",2,14000,930,5,"Super Area","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Contact Owner",5
"3887",1,7000,150,0,"Super Area","Hyderabad","Unfurnished","Bachelors/Family",1,"Contact Owner",2
"3888",2,13000,1200,3,"Super Area","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Contact Owner",4
"3889",2,11000,1250,2,"Super Area","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner",3
"3890",2,9500,900,3,"Super Area","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Contact Owner",4
"3891",1,7500,500,2,"Super Area","Hyderabad","Semi-Furnished","Bachelors/Family",1,"Contact Agent",3
"3892",2,14000,900,0,"Carpet Area","Hyderabad","Semi-Furnished","Bachelors",2,"Contact Owner",2
"3893",2,16000,1100,2,"Super Area","Hyderabad","Furnished","Family",2,"Contact Agent",5
"3894",3,18000,1500,4,"Super Area","Hyderabad","Semi-Furnished","Bachelors/Family",3,"Contact Agent",5
"3895",1,8200,500,1,"Super Area","Hyderabad","Unfurnished","Bachelors/Family",1,"Contact Owner",3
"3896",3,12000,1300,1,"Carpet Area","Hyderabad","Furnished","Bachelors/Family",3,"Contact Owner",4
"3897",1,10000,300,10,"Super Area","Hyderabad","Furnished","Bachelors/Family",1,"Contact Owner",31
"3898",2,13000,800,1,"Super Area","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Contact Owner",3
"3899",3,22000,1400,1,"Carpet Area","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Contact Owner",6
"3900",1,10500,500,0,"Super Area","Hyderabad","Furnished","Bachelors/Family",1,"Contact Owner",4
"3901",2,11000,750,3,"Super Area","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner",5
"3902",3,20000,1200,2,"Super Area","Hyderabad","Semi-Furnished","Bachelors/Family",3,"Contact Owner",4
"3903",3,14000,1350,3,"Carpet Area","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Contact Owner",4
"3904",2,12500,1400,0,"Super Area","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner",4
"3905",1,10500,450,3,"Super Area","Hyderabad","Unfurnished","Bachelors/Family",1,"Contact Owner",5
"3906",3,30000,2061,1,"Super Area","Hyderabad","Furnished","Bachelors/Family",3,"Contact Owner",6
"3907",2,11000,100,2,"Super Area","Hyderabad","Furnished","Family",2,"Contact Owner",3
"3908",2,9000,1100,2,"Super Area","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Contact Owner",2
"3909",3,35000,1650,5,"Carpet Area","Hyderabad","Semi-Furnished","Family",3,"Contact Owner",5
"3910",3,23382,1500,1,"Super Area","Hyderabad","Semi-Furnished","Bachelors/Family",3,"Contact Owner",1
"3911",2,9500,1140,3,"Super Area","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Contact Owner",4
"3912",2,9000,990,0,"Super Area","Hyderabad","Unfurnished","Bachelors",2,"Contact Owner",1
"3913",3,60000,1700,7,"Super Area","Hyderabad","Semi-Furnished","Bachelors/Family",3,"Contact Owner",17
"3914",2,11000,1200,2,"Super Area","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner",4
"3915",2,11000,850,1,"Super Area","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner",3
"3916",2,11000,900,2,"Super Area","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner",3
"3917",2,8000,800,0,"Super Area","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Contact Owner",2
"3918",2,9000,1000,1,"Super Area","Hyderabad","Unfurnished","Bachelors",2,"Contact Owner",2
"3919",2,8000,1020,3,"Super Area","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Contact Owner",4
"3920",1,5500,300,0,"Super Area","Hyderabad","Unfurnished","Bachelors/Family",1,"Contact Owner",3
"3921",2,12000,1800,0,"Super Area","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Contact Owner",2
"3922",3,25000,919,8,"Carpet Area","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Contact Owner",13
"3923",3,23000,25,5,"Carpet Area","Hyderabad","Semi-Furnished","Bachelors/Family",3,"Contact Owner",6
"3924",2,12000,1050,1,"Super Area","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Contact Owner",3
"3925",2,6500,200,0,"Carpet Area","Hyderabad","Unfurnished","Bachelors",2,"Contact Owner",1
"3926",1,9000,450,1,"Super Area","Hyderabad","Unfurnished","Bachelors/Family",1,"Contact Owner",4
"3927",4,25000,1000,15,"Super Area","Hyderabad","Semi-Furnished","Bachelors/Family",3,"Contact Owner",20
"3928",3,12500,1250,2,"Carpet Area","Hyderabad","Semi-Furnished","Bachelors",2,"Contact Owner",5
"3929",3,45000,1900,9,"Carpet Area","Hyderabad","Unfurnished","Bachelors",3,"Contact Agent",15
"3930",2,27000,1500,0,"Super Area","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Contact Owner",4
"3932",2,9000,1800,1,"Super Area","Hyderabad","Furnished","Bachelors/Family",2,"Contact Owner",1
"3933",2,12000,700,3,"Carpet Area","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner",3
"3934",3,24000,1700,4,"Super Area","Hyderabad","Unfurnished","Family",2,"Contact Agent",5
"3935",2,15000,1200,2,"Super Area","Hyderabad","Unfurnished","Bachelors",2,"Contact Owner",3
"3936",3,24000,1600,3,"Carpet Area","Hyderabad","Semi-Furnished","Bachelors/Family",3,"Contact Owner",5
"3937",2,12000,745,8,"Super Area","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner",9
"3938",3,27000,2210,4,"Super Area","Hyderabad","Semi-Furnished","Family",3,"Contact Owner",5
"3939",3,30000,1450,9,"Carpet Area","Hyderabad","Semi-Furnished","Bachelors/Family",3,"Contact Owner",13
"3940",3,20000,1400,3,"Super Area","Hyderabad","Semi-Furnished","Family",3,"Contact Owner",4
"3941",3,22000,2000,-1,"Carpet Area","Hyderabad","Furnished","Bachelors",3,"Contact Owner",3
"3942",4,25000,1815,2,"Super Area","Hyderabad","Semi-Furnished","Bachelors/Family",3,"Contact Owner",5
"3943",2,23000,1000,-1,"Super Area","Hyderabad","Semi-Furnished","Bachelors/Family",1,"Contact Owner",3
"3944",2,12000,1000,3,"Super Area","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner",3
"3945",2,18000,1200,5,"Super Area","Hyderabad","Unfurnished","Bachelors/Family",3,"Contact Owner",6
"3946",3,55000,2430,7,"Super Area","Hyderabad","Semi-Furnished","Bachelors",3,"Contact Agent",9
"3947",1,5000,140,2,"Super Area","Hyderabad","Unfurnished","Bachelors/Family",1,"Contact Owner",3
"3948",2,13000,1200,2,"Super Area","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Contact Owner",5
"3949",2,9000,1100,2,"Super Area","Hyderabad","Unfurnished","Bachelors/Family",3,"Contact Owner",4
"3950",2,7000,800,1,"Carpet Area","Hyderabad","Unfurnished","Bachelors",2,"Contact Owner",3
"3951",3,28000,1500,3,"Super Area","Hyderabad","Semi-Furnished","Bachelors/Family",3,"Contact Owner",5
"3952",2,15000,1200,2,"Super Area","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Contact Owner",5
"3953",3,14000,1350,2,"Super Area","Hyderabad","Semi-Furnished","Bachelors/Family",3,"Contact Owner",5
"3954",5,45000,2300,3,"Carpet Area","Hyderabad","Unfurnished","Bachelors",3,"Contact Owner",5
"3955",1,12000,1300,2,"Super Area","Hyderabad","Furnished","Bachelors/Family",2,"Contact Owner",4
"3956",2,12500,1000,3,"Super Area","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Contact Owner",4
"3957",2,13000,1210,4,"Super Area","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner",5
"3958",2,9500,1050,2,"Super Area","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner",3
"3959",3,35000,1600,8,"Carpet Area","Hyderabad","Semi-Furnished","Family",3,"Contact Agent",10
"3960",1,4000,300,3,"Super Area","Hyderabad","Unfurnished","Bachelors/Family",1,"Contact Owner",3
"3961",1,8000,300,4,"Super Area","Hyderabad","Semi-Furnished","Bachelors/Family",1,"Contact Owner",4
"3962",2,12500,1010,5,"Carpet Area","Hyderabad","Unfurnished","Bachelors",2,"Contact Owner",5
"3963",3,65000,1850,5,"Carpet Area","Hyderabad","Furnished","Bachelors",3,"Contact Owner",5
"3964",2,13000,1300,0,"Carpet Area","Hyderabad","Semi-Furnished","Bachelors",2,"Contact Owner",3
"3965",2,12500,1100,3,"Carpet Area","Hyderabad","Unfurnished","Bachelors",2,"Contact Owner",3
"3966",3,45000,2200,3,"Carpet Area","Hyderabad","Semi-Furnished","Bachelors/Family",3,"Contact Agent",5
"3968",3,50000,2290,4,"Super Area","Hyderabad","Semi-Furnished","Bachelors",3,"Contact Agent",24
"3969",3,40000,1900,4,"Carpet Area","Hyderabad","Semi-Furnished","Bachelors/Family",3,"Contact Agent",5
"3970",3,30000,1600,2,"Carpet Area","Hyderabad","Semi-Furnished","Bachelors/Family",3,"Contact Agent",5
"3971",2,7000,800,2,"Super Area","Hyderabad","Unfurnished","Bachelors/Family",1,"Contact Owner",3
"3972",3,25000,1600,2,"Super Area","Hyderabad","Furnished","Bachelors/Family",3,"Contact Owner",5
"3973",1,9000,500,1,"Super Area","Hyderabad","Unfurnished","Bachelors/Family",1,"Contact Owner",5
"3974",3,16000,1500,2,"Carpet Area","Hyderabad","Furnished","Family",3,"Contact Owner",3
"3975",1,10500,650,1,"Super Area","Hyderabad","Semi-Furnished","Bachelors/Family",1,"Contact Owner",3
"3977",2,9000,1200,0,"Super Area","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner",1
"3978",2,11000,800,2,"Super Area","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Contact Owner",3
"3979",3,24000,1200,1,"Super Area","Hyderabad","Semi-Furnished","Bachelors/Family",4,"Contact Owner",3
"3980",2,12000,1000,2,"Super Area","Hyderabad","Unfurnished","Bachelors/Family",1,"Contact Owner",3
"3981",2,20000,1600,1,"Super Area","Hyderabad","Unfurnished","Family",3,"Contact Owner",2
"3982",2,24000,1200,1,"Carpet Area","Hyderabad","Furnished","Bachelors/Family",2,"Contact Owner",3
"3983",2,12000,1100,2,"Super Area","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Contact Owner",2
"3984",3,12000,1250,2,"Carpet Area","Hyderabad","Semi-Furnished","Family",3,"Contact Owner",6
"3985",2,10000,1100,0,"Carpet Area","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner",2
"3986",2,45000,1600,1,"Super Area","Hyderabad","Furnished","Bachelors/Family",2,"Contact Owner",6
"3987",2,22000,1000,2,"Super Area","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Contact Owner",2
"3988",1,6500,455,2,"Super Area","Hyderabad","Unfurnished","Bachelors/Family",1,"Contact Owner",3
"3989",3,40000,1473,23,"Super Area","Hyderabad","Furnished","Bachelors/Family",2,"Contact Owner",23
"3991",1,4000,400,0,"Super Area","Hyderabad","Unfurnished","Bachelors/Family",1,"Contact Owner",1
"3992",2,12000,1300,1,"Super Area","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Contact Owner",2
"3993",4,27000,2520,2,"Carpet Area","Hyderabad","Semi-Furnished","Family",5,"Contact Owner",2
"3994",1,10000,500,2,"Super Area","Hyderabad","Furnished","Bachelors/Family",1,"Contact Owner",5
"3995",2,10000,200,0,"Super Area","Hyderabad","Unfurnished","Bachelors/Family",1,"Contact Owner",2
"3996",2,10000,1200,0,"Super Area","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner",1
"3997",3,18000,1950,2,"Super Area","Hyderabad","Semi-Furnished","Bachelors/Family",3,"Contact Owner",5
"3998",1,14500,500,2,"Carpet Area","Hyderabad","Semi-Furnished","Bachelors",1,"Contact Agent",5
"3999",1,9000,500,3,"Super Area","Hyderabad","Unfurnished","Bachelors/Family",3,"Contact Owner",3
"4000",2,14000,1150,1,"Super Area","Hyderabad","Furnished","Bachelors/Family",2,"Contact Owner",3
"4001",2,18000,242,0,"Super Area","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner",4
"4002",2,9500,720,5,"Carpet Area","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Contact Owner",7
"4003",3,49000,1800,19,"Super Area","Hyderabad","Unfurnished","Bachelors",3,"Contact Agent",30
"4004",1,9000,450,1,"Super Area","Hyderabad","Semi-Furnished","Bachelors/Family",1,"Contact Owner",3
"4006",2,8000,690,2,"Super Area","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner",4
"4007",2,13000,1000,2,"Super Area","Hyderabad","Furnished","Bachelors/Family",2,"Contact Owner",4
"4008",3,18000,1500,0,"Super Area","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Contact Owner",4
"4009",3,18000,1150,0,"Super Area","Hyderabad","Semi-Furnished","Bachelors/Family",3,"Contact Owner",6
"4010",3,32000,1783,1,"Super Area","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Contact Owner",5
"4011",2,15000,900,1,"Super Area","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner",3
"4012",3,35000,1725,2,"Super Area","Hyderabad","Furnished","Bachelors/Family",3,"Contact Owner",13
"4013",1,6000,680,0,"Carpet Area","Hyderabad","Unfurnished","Bachelors/Family",1,"Contact Owner",3
"4014",1,9000,550,2,"Super Area","Hyderabad","Semi-Furnished","Bachelors/Family",1,"Contact Owner",3
"4015",2,9500,1290,1,"Super Area","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Contact Owner",2
"4016",2,12500,1450,0,"Super Area","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Contact Owner",2
"4017",2,25000,1300,3,"Super Area","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Contact Owner",3
"4018",2,15000,1450,2,"Super Area","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Contact Owner",4
"4019",3,38000,1496,10,"Carpet Area","Hyderabad","Semi-Furnished","Bachelors",2,"Contact Agent",15
"4020",3,20000,1850,1,"Super Area","Hyderabad","Semi-Furnished","Family",2,"Contact Owner",5
"4021",3,15000,1600,2,"Carpet Area","Hyderabad","Semi-Furnished","Bachelors/Family",3,"Contact Owner",4
"4023",3,27000,1850,5,"Super Area","Hyderabad","Semi-Furnished","Bachelors/Family",3,"Contact Owner",6
"4024",2,16000,1210,3,"Super Area","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner",5
"4025",2,13000,1400,0,"Super Area","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Contact Owner",1
"4026",2,10000,950,0,"Super Area","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Contact Owner",4
"4027",2,10000,878,3,"Super Area","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Contact Owner",4
"4028",2,17000,875,2,"Super Area","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner",6
"4029",2,12500,300,3,"Super Area","Hyderabad","Furnished","Bachelors/Family",2,"Contact Owner",4
"4030",3,25000,1800,4,"Super Area","Hyderabad","Furnished","Bachelors/Family",3,"Contact Owner",5
"4031",3,35000,1956,1,"Super Area","Hyderabad","Semi-Furnished","Bachelors",3,"Contact Owner",9
"4032",2,12000,800,2,"Super Area","Hyderabad","Unfurnished","Bachelors/Family",1,"Contact Owner",4
"4033",2,12000,1175,5,"Super Area","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner",5
"4034",2,15000,1080,3,"Super Area","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Contact Owner",4
"4035",3,45000,1955,1,"Super Area","Hyderabad","Unfurnished","Bachelors",3,"Contact Agent",19
"4036",2,20000,950,1,"Super Area","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner",5
"4037",2,15000,800,2,"Super Area","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner",3
"4038",2,10000,1090,2,"Super Area","Hyderabad","Unfurnished","Bachelors/Family",2,"Contact Owner",4
"4039",3,15000,1450,2,"Carpet Area","Hyderabad","Semi-Furnished","Family",3,"Contact Owner",5
